"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","cytosolic large ribosomal subunit","GO:0022625","0.142465643790213","0.846289855032891","56","1","1","11923","FBGN0034837"
"GO:CC","ribosomal subunit","GO:0044391","0.142465643790213","0.846289855032891","176","1","1","11923","FBGN0034837"
"GO:CC","early endosome membrane","GO:0031901","0.142465643790213","0.846289855032891","11","3","1","11923","FBGN0031879"
"GO:CC","external side of plasma membrane","GO:0009897","0.142465643790213","0.846289855032891","16","19","1","11923","FBGN0032116"
"GO:CC","intrinsic component of external side of plasma membrane","GO:0031233","0.142465643790213","0.846289855032891","6","19","1","11923","FBGN0032116"
"GO:CC","endosome membrane","GO:0010008","0.142465643790213","0.846289855032891","106","3","1","11923","FBGN0031879"
"GO:CC","large ribosomal subunit","GO:0015934","0.142465643790213","0.846289855032891","106","1","1","11923","FBGN0034837"
"GO:CC","apical plasma membrane","GO:0016324","0.142465643790213","0.846289855032891","102","3","1","11923","FBGN0031879"
"GO:CC","mitochondrial tricarboxylic acid cycle enzyme complex","GO:0030062","0.142465643790213","0.846289855032891","8","30","1","11923","FBGN0039993"
"GO:CC","3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex","GO:0017086","0.142465643790213","0.846289855032891","2","30","1","11923","FBGN0039993"
"GO:CC","SCF ubiquitin ligase complex","GO:0019005","0.142465643790213","0.846289855032891","65","4","1","11923","FBGN0026175"
"GO:CC","cytosolic ribosome","GO:0022626","0.142465643790213","0.846289855032891","102","1","1","11923","FBGN0034837"
"GO:CC","dihydrolipoyl dehydrogenase complex","GO:0045240","0.142465643790213","0.846289855032891","6","30","1","11923","FBGN0039993"
