term_id;term_name;term_source;He_down;He_up;Lind_down;Lind_up;Car_down;Car_up;Bai_F_abd_down;Bai_F_abd_up;Bai_F_head_down;Bai_F_head_up;Bai_M_abd_down;Bai_M_abd_up;Bai_M_head_down;Bai_M_head_up;He_down_cov;He_up_cov;Lind_down_cov;Lind_up_cov;Car_down_cov;Car_up_cov;Bai_F_abd_down_cov;Bai_F_abd_up_cov;Bai_F_head_down_cov;Bai_F_head_up_cov;Bai_M_abd_down_cov;Bai_M_abd_up_cov;Bai_M_head_down_cov;Bai_M_head_up_cov
GO:0005215;transporter activity;GO:MF;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0.0024449877750611247;0.02444987775061125;0.006112469437652812;0.018337408312958436;0.0016313213703099511;0.0016313213703099511;0.008557457212713936;0.014669926650366748;0.011002444987775062;0;0.009779951100244499;0.007334963325183374;0.006112469437652812;0
GO:0005214;structural constituent of chitin-based cuticle;GO:MF;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0.013513513513513514;0;0;0;0;0;0;0.033783783783783786;0;0;0.013513513513513514;0;0.006756756756756757;0
GO:0005198;structural molecule activity;GO:MF;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0.0041928721174004195;0.0041928721174004195;0.008385744234800839;0.0041928721174004195;0.002364066193853428;0;0.0020964360587002098;0.027253668763102725;0.008385744234800839;0.0020964360587002098;0.0041928721174004195;0.008385744234800839;0.006289308176100629;0
GO:0016491;oxidoreductase activity;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0.0029239766081871343;0.011695906432748537;0.01023391812865497;0.013157894736842105;0.0014684287812041115;0.004405286343612335;0.0014619883040935672;0.017543859649122806;0.04678362573099415;0.0029239766081871343;0.04678362573099415;0.005847953216374269;0.059941520467836254;0
GO:0015267;channel activity;GO:MF;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0.0072992700729927005;0.010948905109489052;0;0.0072992700729927005;0.004830917874396135;0;0.0072992700729927005;0.01824817518248175;0.0072992700729927005;0;0.0036496350364963502;0.014598540145985401;0.0036496350364963502;0
GO:0015075;ion transmembrane transporter activity;GO:MF;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0.004106776180698152;0.01642710472279261;0.006160164271047228;0.02053388090349076;0.0031446540880503146;0;0.006160164271047228;0.014373716632443531;0.004106776180698152;0;0.004106776180698152;0.012320328542094456;0;0
GO:0008092;cytoskeletal protein binding;GO:MF;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0.005847953216374269;0.0029239766081871343;0.0029239766081871343;0.014619883040935672;0;0.006172839506172839;0.008771929824561403;0.05847953216374269;0.005847953216374269;0;0.0029239766081871343;0.04093567251461988;0.008771929824561403;0
GO:0015318;inorganic molecular entity transmembrane transporter activity;GO:MF;1;1;1;1;1;0;1;1;1;0;1;1;1;0;0.0045871559633027525;0.013761467889908258;0.0045871559633027525;0.016055045871559634;0.003401360544217687;0;0.006880733944954129;0.016055045871559634;0.0045871559633027525;0;0.006880733944954129;0.013761467889908258;0.0022935779816513763;0
GO:0000981;DNA-binding transcription factor activity, RNA polymerase II-specific;GO:MF;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0.002008032128514056;0.004016064257028112;0.004016064257028112;0.006024096385542169;0;0;0.006024096385542169;0.002008032128514056;0;0;0;0;0;0
GO:0090599;alpha-glucosidase activity;GO:MF;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0.08333333333333333;0.08333333333333333;0;0.08333333333333333;0;0;0;0;0;0;0.08333333333333333;0;0.08333333333333333;0
GO:0052689;carboxylic ester hydrolase activity;GO:MF;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0.006896551724137931;0;0.013793103448275862;0;0.009174311926605505;0.009174311926605505;0.006896551724137931;0.006896551724137931;0.013793103448275862;0;0.05517241379310345;0;0.06896551724137931;0
GO:0046914;transition metal ion binding;GO:MF;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0.001392757660167131;0.009749303621169917;0.005571030640668524;0.011142061281337047;0;0.0029850746268656717;0.009749303621169917;0.006963788300835654;0.018105849582172703;0.002785515320334262;0.019498607242339833;0.005571030640668524;0.018105849582172703;0
GO:0046906;tetrapyrrole binding;GO:MF;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0.007142857142857143;0.02857142857142857;0;0.02142857142857143;0;0.010256410256410256;0;0.02142857142857143;0.06428571428571428;0;0.04285714285714286;0.007142857142857143;0.07142857142857142;0
GO:0046873;metal ion transmembrane transporter activity;GO:MF;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0.0049504950495049506;0.019801980198019802;0.0049504950495049506;0.024752475247524754;0.008;0;0.009900990099009901;0.0297029702970297;0.0049504950495049506;0;0;0.024752475247524754;0;0
GO:0043565;sequence-specific DNA binding;GO:MF;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0.0014992503748125937;0.0029985007496251873;0.0029985007496251873;0.004497751124437781;0;0;0.008995502248875561;0.0014992503748125937;0;0;0.0014992503748125937;0;0;0
GO:0043168;anion binding;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.0008291873963515755;0.003316749585406302;0.008291873963515755;0.01077943615257048;0.004464285714285714;0.0017857142857142857;0.007462686567164179;0.011608623548922056;0.015754560530679935;0.0008291873963515755;0.006633499170812604;0.00912106135986733;0.015754560530679935;0.0008291873963515755
GO:0042578;phosphoric ester hydrolase activity;GO:MF;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0.004310344827586207;0.004310344827586207;0.004310344827586207;0.01293103448275862;0;0;0.01293103448275862;0.017241379310344827;0.004310344827586207;0.008620689655172414;0.017241379310344827;0.008620689655172414;0.008620689655172414;0
GO:0042577;lipid phosphatase activity;GO:MF;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0.1111111111111111;0;0;0;0;0;0;0;0;0.1111111111111111;0;0;0;0
GO:0036094;small molecule binding;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.0007674597083653108;0.0030698388334612432;0.00844205679201842;0.010744435917114352;0.004125412541254125;0.0016501650165016502;0.007674597083653108;0.013046815042210284;0.016116653875671526;0.0007674597083653108;0.009976976208749041;0.00920951650038373;0.017651573292402148;0.0007674597083653108
GO:0032450;maltose alpha-glucosidase activity;GO:MF;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0.1;0.1;0;0.1;0;0;0;0;0;0;0.1;0;0;0
GO:0030976;thiamine pyrophosphate binding;GO:MF;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0.16666666666666666;0;0;0;0;0;0;0;0.16666666666666666;0;0;0;0.16666666666666666;0
GO:0030506;ankyrin binding;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0030234;enzyme regulator activity;GO:MF;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0.0026954177897574125;0.005390835579514825;0;0.0026954177897574125;0;0.0056179775280898875;0.008086253369272238;0.02425876010781671;0;0.0026954177897574125;0.008086253369272238;0.008086253369272238;0.01078167115902965;0
GO:0022890;inorganic cation transmembrane transporter activity;GO:MF;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0.0031645569620253164;0.015822784810126583;0.006329113924050633;0.015822784810126583;0.005154639175257732;0;0.006329113924050633;0.0189873417721519;0.0031645569620253164;0;0;0.015822784810126583;0;0
GO:0022834;ligand-gated channel activity;GO:MF;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0.006993006993006993;0;0;0;0;0;0.013986013986013986;0.013986013986013986;0.006993006993006993;0;0;0.013986013986013986;0;0
GO:0098772;molecular function regulator;GO:MF;1;1;0;1;0;1;1;1;0;1;1;1;1;0;0.0025;0.0075;0;0.0025;0;0.005555555555555556;0.0075;0.0225;0;0.0025;0.0075;0.0075;0.01;0
GO:0140096;catalytic activity, acting on a protein;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.00066711140760507;0.008005336891260841;0.00533689126084056;0.01067378252168112;0.0049382716049382715;0.0032921810699588477;0.009339559706470981;0.016010673782521682;0.0066711140760507;0.00133422281521014;0.01667778519012675;0.0066711140760507;0.01000667111407605;0.00066711140760507
GO:0140110;transcription regulator activity;GO:MF;1;1;1;1;0;1;1;1;0;0;1;1;0;0;0.0013386880856760374;0.002677376171352075;0.002677376171352075;0.00535475234270415;0;0.003236245954692557;0.008032128514056224;0.002677376171352075;0;0;0.0013386880856760374;0.0013386880856760374;0;0
GO:0020037;heme binding;GO:MF;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0.007194244604316547;0.02877697841726619;0;0.02158273381294964;0;0.010309278350515464;0;0.02158273381294964;0.06474820143884892;0;0.04316546762589928;0.007194244604316547;0.07194244604316546;0
GO:1901681;sulfur compound binding;GO:MF;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0.018518518518518517;0;0;0;0;0;0;0;0.018518518518518517;0;0.018518518518518517;0;0.037037037037037035;0
GO:0019842;vitamin binding;GO:MF;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0.012658227848101266;0;0;0.012658227848101266;0;0;0;0.012658227848101266;0.02531645569620253;0;0.05063291139240506;0;0.05063291139240506;0
GO:0016868;intramolecular transferase activity, phosphotransferases;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0005506;iron ion binding;GO:MF;1;1;0;1;0;1;0;0;1;0;1;1;1;0;0.0064516129032258064;0.025806451612903226;0;0.01935483870967742;0;0.00975609756097561;0;0;0.05806451612903226;0;0.06451612903225806;0.0064516129032258064;0.05806451612903226;0
GO:0005262;calcium channel activity;GO:MF;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0.021739130434782608;0;0;0;0.05;0;0;0.06521739130434782;0;0;0;0.021739130434782608;0;0
GO:0005261;cation channel activity;GO:MF;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0.0058823529411764705;0.01764705882352941;0;0.0058823529411764705;0.008928571428571428;0;0.0058823529411764705;0.029411764705882353;0;0;0;0.023529411764705882;0;0
GO:0004806;triglyceride lipase activity;GO:MF;1;0;0;0;0;1;1;0;1;0;1;0;1;0;0.016129032258064516;0;0;0;0;0.024390243902439025;0.016129032258064516;0;0.016129032258064516;0;0.06451612903225806;0;0.04838709677419355;0
GO:0004619;phosphoglycerate mutase activity;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0004591;oxoglutarate dehydrogenase (succinyl-transferring) activity;GO:MF;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0
GO:0004558;alpha-1,4-glucosidase activity;GO:MF;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0.1;0.1;0;0.1;0;0;0;0;0;0;0.1;0;0;0
GO:0004553;hydrolase activity, hydrolyzing O-glycosyl compounds;GO:MF;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0.010869565217391304;0.021739130434782608;0;0.03260869565217391;0;0.033707865168539325;0.03260869565217391;0.021739130434782608;0.043478260869565216;0;0.08695652173913043;0.021739130434782608;0.07608695652173914;0
GO:0004497;monooxygenase activity;GO:MF;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0.008620689655172414;0.034482758620689655;0.008620689655172414;0.02586206896551724;0.0055248618784530384;0.011049723756906077;0;0;0.06896551724137931;0;0.08620689655172414;0.008620689655172414;0.07758620689655173;0
GO:0004222;metalloendopeptidase activity;GO:MF;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0.012987012987012988;0;0;0.025974025974025976;0.012987012987012988;0;0;0.025974025974025976;0.025974025974025976;0;0.025974025974025976;0;0.06493506493506493;0
GO:0004175;endopeptidase activity;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0.0022624434389140274;0.013574660633484163;0.004524886877828055;0.013574660633484163;0.0063025210084033615;0.008403361344537815;0.006787330316742082;0.013574660633484163;0.013574660633484163;0.0022624434389140274;0.033936651583710405;0.004524886877828055;0.029411764705882353;0
GO:0004082;bisphosphoglycerate mutase activity;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0003700;DNA-binding transcription factor activity;GO:MF;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0.0017331022530329288;0.0034662045060658577;0.0034662045060658577;0.005199306759098787;0;0.003816793893129771;0.006932409012131715;0.0017331022530329288;0;0;0;0;0;0
GO:0003677;DNA binding;GO:MF;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0.000877963125548727;0.003511852502194908;0.0052677787532923615;0.006145741878841089;0.0009478672985781991;0.0009478672985781991;0.013169446883230905;0.000877963125548727;0.000877963125548727;0.000877963125548727;0.000877963125548727;0;0;0
GO:0003676;nucleic acid binding;GO:MF;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0.0005216484089723526;0.004173187271778821;0.010432968179447054;0.004694835680751174;0;0;0.010954616588419406;0.0020865936358894104;0.0020865936358894104;0.0005216484089723526;0.0010432968179447052;0.0005216484089723526;0.0010432968179447052;0
GO:0005549;odorant binding;GO:MF;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0.009009009009009009;0;0;0;0.005025125628140704;0;0;0.009009009009009009;0.009009009009009009;0;0.018018018018018018;0;0.06306306306306306;0
GO:0008010;structural constituent of chitin-based larval cuticle;GO:MF;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0.009009009009009009;0;0;0;0;0;0;0.036036036036036036;0;0;0.018018018018018018;0;0.009009009009009009;0
GO:0008017;microtubule binding;GO:MF;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0.008403361344537815;0;0;0.008403361344537815;0;0.02127659574468085;0.008403361344537815;0;0.01680672268907563;0;0;0;0.008403361344537815;0
GO:0016866;intramolecular transferase activity;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.058823529411764705;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0016853;isomerase activity;GO:MF;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0.006896551724137931;0;0.006896551724137931;0;0;0;0;0.006896551724137931;0.020689655172413793;0;0.020689655172413793;0;0.013793103448275862;0
GO:0016798;hydrolase activity, acting on glycosyl bonds;GO:MF;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0.009009009009009009;0.018018018018018018;0;0.02702702702702703;0;0.028846153846153848;0.02702702702702703;0.036036036036036036;0.036036036036036036;0;0.08108108108108109;0.018018018018018018;0.06306306306306306;0
GO:0016791;phosphatase activity;GO:MF;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0.005076142131979695;0.005076142131979695;0;0.015228426395939087;0;0;0.015228426395939087;0.02030456852791878;0.005076142131979695;0.005076142131979695;0.015228426395939087;0.01015228426395939;0.005076142131979695;0
GO:0016705;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:MF;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0.005780346820809248;0.023121387283236993;0.005780346820809248;0.017341040462427744;0.005128205128205128;0.010256410256410256;0;0;0.05202312138728324;0;0.08670520231213873;0.005780346820809248;0.05202312138728324;0
GO:0016624;oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor;GO:MF;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0.14285714285714285;0;0;0;0;0;0;0;0.14285714285714285;0;0;0;0;0
GO:0016298;lipase activity;GO:MF;1;0;1;0;0;1;1;0;1;1;1;0;1;0;0.010526315789473684;0;0.010526315789473684;0;0;0.014492753623188406;0.010526315789473684;0;0.010526315789473684;0.010526315789473684;0.07368421052631578;0;0.05263157894736842;0
GO:0015926;glucosidase activity;GO:MF;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0.0625;0.0625;0;0.0625;0;0;0;0;0.0625;0;0.0625;0;0.0625;0
GO:0016903;oxidoreductase activity, acting on the aldehyde or oxo group of donors;GO:MF;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0.020833333333333332;0;0;0.020833333333333332;0;0;0;0.020833333333333332;0.0625;0;0.041666666666666664;0;0.10416666666666667;0
GO:0015631;tubulin binding;GO:MF;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0.006756756756756757;0;0;0.006756756756756757;0;0.01639344262295082;0.013513513513513514;0;0.013513513513513514;0;0;0;0.006756756756756757;0
GO:0015276;ligand-gated ion channel activity;GO:MF;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0.006993006993006993;0;0;0;0;0;0.013986013986013986;0.013986013986013986;0.006993006993006993;0;0;0.013986013986013986;0;0
GO:0015085;calcium ion transmembrane transporter activity;GO:MF;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0.01694915254237288;0;0;0;0.038461538461538464;0;0;0.05084745762711865;0.01694915254237288;0;0;0.03389830508474576;0;0
GO:0008484;sulfuric ester hydrolase activity;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1111111111111111;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0008381;mechanosensitive ion channel activity;GO:MF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0;0;0;0;0
GO:0008324;cation transmembrane transporter activity;GO:MF;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0.003003003003003003;0.015015015015015015;0.006006006006006006;0.015015015015015015;0.004975124378109453;0;0.006006006006006006;0.018018018018018018;0.003003003003003003;0;0;0.015015015015015015;0;0
GO:0008237;metallopeptidase activity;GO:MF;1;1;0;1;1;0;1;1;1;0;1;0;1;0;0.005681818181818182;0.005681818181818182;0;0.022727272727272728;0.011494252873563218;0;0.005681818181818182;0.03409090909090909;0.022727272727272728;0;0.022727272727272728;0;0.03409090909090909;0
GO:0008233;peptidase activity;GO:MF;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0.0016155088852988692;0.012924071082390954;0.006462035541195477;0.01615508885298869;0.008915304606240713;0.005943536404160475;0.008077544426494346;0.01938610662358643;0.012924071082390954;0.0016155088852988692;0.033925686591276254;0.0032310177705977385;0.024232633279483037;0
GO:0008195;phosphatidate phosphatase activity;GO:MF;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0.1;0;0;0;0
GO:0003008;system process;GO:BP;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0.009817671809256662;0.0070126227208976155;0.008415147265077139;0.005610098176718092;0.027624309392265192;0;0.002805049088359046;0.02664796633941094;0.004207573632538569;0.004207573632538569;0.008415147265077139;0.019635343618513323;0.014025245441795231;0
GO:0009605;response to external stimulus;GO:BP;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0.005741626794258373;0.003827751196172249;0.003827751196172249;0.009569377990430622;0.07352941176470588;0;0.007655502392344498;0.024880382775119617;0.005741626794258373;0.0028708133971291866;0.013397129186602871;0.007655502392344498;0.01722488038277512;0.0009569377990430622
GO:0007600;sensory perception;GO:BP;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0.012077294685990338;0.0024154589371980675;0.004830917874396135;0.0024154589371980675;0.029940119760479042;0;0.0024154589371980675;0.00966183574879227;0.0024154589371980675;0.007246376811594203;0.004830917874396135;0.004830917874396135;0.016908212560386472;0
GO:0009607;response to biotic stimulus;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.010245901639344262;0.004098360655737705;0.0020491803278688526;0.010245901639344262;0;0;0.00819672131147541;0.03483606557377049;0.00819672131147541;0.004098360655737705;0.022540983606557378;0.012295081967213115;0.028688524590163935;0.0020491803278688526
GO:0050877;nervous system process;GO:BP;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0.008169934640522876;0.004901960784313725;0.0032679738562091504;0.0016339869281045752;0.028089887640449437;0;0.0032679738562091504;0.016339869281045753;0.004901960784313725;0.004901960784313725;0.004901960784313725;0.008169934640522876;0.013071895424836602;0
GO:0051707;response to other organism;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.010245901639344262;0.004098360655737705;0.0020491803278688526;0.010245901639344262;0;0;0.00819672131147541;0.03483606557377049;0.00819672131147541;0.004098360655737705;0.022540983606557378;0.012295081967213115;0.028688524590163935;0.0020491803278688526
GO:0043207;response to external biotic stimulus;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.010245901639344262;0.004098360655737705;0.0020491803278688526;0.010245901639344262;0;0;0.00819672131147541;0.03483606557377049;0.00819672131147541;0.004098360655737705;0.022540983606557378;0.012295081967213115;0.028688524590163935;0.0020491803278688526
GO:0044419;biological process involved in interspecies interaction between organisms;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.009689922480620155;0.003875968992248062;0.001937984496124031;0.011627906976744186;0;0;0.007751937984496124;0.03294573643410853;0.007751937984496124;0.003875968992248062;0.02131782945736434;0.011627906976744186;0.027131782945736434;0.001937984496124031
GO:0002376;immune system process;GO:BP;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.008223684210526315;0.003289473684210526;0.001644736842105263;0.006578947368421052;0.022222222222222223;0.022222222222222223;0.013157894736842105;0.02631578947368421;0.004934210526315789;0.004934210526315789;0.018092105263157895;0.011513157894736841;0.019736842105263157;0.001644736842105263
GO:0006955;immune response;GO:BP;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.010245901639344262;0.004098360655737705;0.0020491803278688526;0.00819672131147541;0.023809523809523808;0.023809523809523808;0.010245901639344262;0.028688524590163935;0.006147540983606557;0.006147540983606557;0.018442622950819672;0.012295081967213115;0.022540983606557378;0.0020491803278688526
GO:0006952;defense response;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.010964912280701754;0.0043859649122807015;0.0021929824561403508;0.008771929824561403;0;0;0.006578947368421052;0.02850877192982456;0.006578947368421052;0.0043859649122807015;0.021929824561403508;0.010964912280701754;0.02412280701754386;0.0021929824561403508
GO:0006950;response to stress;GO:BP;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0.0038314176245210726;0.0038314176245210726;0.0053639846743295016;0.013793103448275862;0;0.0045662100456621;0.00842911877394636;0.01532567049808429;0.004597701149425287;0.0015325670498084292;0.013026819923371647;0.0053639846743295016;0.013793103448275862;0.0007662835249042146
GO:0098542;defense response to other organism;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0.01126126126126126;0.0045045045045045045;0.0022522522522522522;0.009009009009009009;0;0;0.006756756756756757;0.02927927927927928;0.006756756756756757;0.0045045045045045045;0.02027027027027027;0.01126126126126126;0.02252252252252252;0.0022522522522522522
GO:0023052;signaling;GO:BP;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.0020050125313283208;0.005513784461152882;0.002506265664160401;0.009022556390977444;0.012836970474967908;0.0025673940949935813;0.007017543859649123;0.015037593984962405;0.0020050125313283208;0.0010025062656641604;0.002506265664160401;0.005012531328320802;0.004511278195488722;0.0005012531328320802
GO:0009056;catabolic process;GO:BP;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0.0034812880765883376;0.004351610095735422;0.006962576153176675;0.010443864229765013;0;0;0.006962576153176675;0.009573542210617928;0.019147084421235857;0.0017406440382941688;0.017406440382941687;0.005221932114882507;0.0278503046127067;0
GO:0009617;response to bacterium;GO:BP;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0.013793103448275862;0.006896551724137931;0;0.013793103448275862;0;0;0.010344827586206896;0.03103448275862069;0.0034482758620689655;0.006896551724137931;0.03103448275862069;0.010344827586206896;0.017241379310344827;0.0034482758620689655
GO:0042742;defense response to bacterium;GO:BP;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0.01532567049808429;0.007662835249042145;0;0.01532567049808429;0;0;0.011494252873563218;0.03065134099616858;0.0038314176245210726;0.007662835249042145;0.03065134099616858;0.011494252873563218;0.01532567049808429;0.0038314176245210726
