term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
GO:0015085	calcium ion transmembrane transporter activity	GO:MF	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.35688361628097853	0.2924603150489375	1	1	0.215981892	1	1	0.19067437234960258	0.506767638595774	1	1	0.12793265521509017	1	1
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	GO:MF	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0.35688361628097853	1	1	0.516075943438381	1	1	1	0.6098014035441901	0.0421611815063657	1	0.21247857171444154	1	0.005357312382716894	1
GO:1901681	sulfur compound binding	GO:MF	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0.35688361628097853	1	1	1	1	1	1	1	0.48154988378017466	1	0.6144521761368112	1	0.21451421999024575	1
GO:0043167	ion binding	GO:MF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36604896115897434	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0004222	metalloendopeptidase activity	GO:MF	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0.36604896115897434	1	1	0.3344498406437956	0.369166991	1	1	0.4527841878134122	0.24269247017956908	1	0.35534782082745897	1	0.025269702889017955	1
GO:0019842	vitamin binding	GO:MF	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0.36604896115897434	1	1	0.6404871259107018	1	1	1	0.7526083042281132	0.24970631076936226	1	0.07584509392928328	1	0.05871866705016169	1
GO:0016298	lipase activity	GO:MF	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0.41068311816416814	1	0.6864817292661328	1	1	0.447976369	0.5884561604507413	1	0.6613637817956686	0.20548668907792697	0.0030130787420142324	1	0.04615539364905553	1
GO:0008010	structural constituent of chitin-based larval cuticle	GO:MF	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.42066303016139533	1	1	1	1	1	1	0.2151927383336162	1	1	0.5157813287648033	1	0.8312074453352298	1
GO:0005506	iron ion binding	GO:MF	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0.42066303016139533	1	1	0.3357354747882956	1	0.324605094	1	1	0.0003000529454505811	1	0.0004609157948810571	0.6508524265502442	0.0028304655847166136	1
GO:0008237	metallopeptidase activity	GO:MF	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0.42066303016139533	1	1	0.25407561797232064	0.230217065	1	0.7457006344498667	0.15432241597411128	0.14010477837980229	1	0.2690953647503429	1	0.07112492576292537	1
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:MF	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0.42066303016139533	1	0.8571456082639333	0.3914809202561709	0.578283558	0.317590695	1	1	0.0006051571107517085	1	1.973128621227191e-7	0.6808522870715366	0.005128489566836035	1
GO:0016491	oxidoreductase activity	GO:MF	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0.42066303016139533	0.3243718056838869	0.4225318379367193	0.3344498406437956	0.94201545	0.57722603	0.9954184968991341	0.35266802621040866	2.292524921333273e-13	0.2543663489348811	1.7299121791810954e-9	0.6269926632349313	4.570468306613087e-16	1
GO:0005214	structural constituent of chitin-based cuticle	GO:MF	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.42066303016139533	1	1	1	1	1	1	0.1908370234864076	1	1	0.6660542512717765	1	0.8997220083333105	1
GO:0020037	heme binding	GO:MF	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0.42066303016139533	1	1	0.3203641501940183	1	0.317590695	1	0.45320502163683707	0.00016296149342024673	1	0.06041598294771451	0.6270276594244647	0.00041051709659693043	1
GO:0005549	odorant binding	GO:MF	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.42066303016139533	1	1	1	0.578283558	1	1	0.8521099663759145	0.7118991181970006	1	0.5157813287648033	1	0.006337094588017611	1
GO:0042302	structural constituent of cuticle	GO:MF	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.42066303016139533	1	1	1	0.606432402	1	1	0.2151927383336162	1	1	0.7028994907167747	1	0.6817017892038422	1
GO:0052689	carboxylic ester hydrolase activity	GO:MF	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0.42066303016139533	1	0.4688527281398736	1	0.433925148	0.57722603	0.7002651080011533	0.9230062299330317	0.4703954082636607	1	0.006183080192746259	1	0.0004763912532003001	1
GO:0046906	tetrapyrrole binding	GO:MF	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0.42066303016139533	1	1	0.3203641501940183	1	0.317590695	1	0.45320502163683707	0.00016296149342024673	1	0.06041598294771451	0.6270456660937257	0.00041051709659693043	1
GO:0004497	monooxygenase activity	GO:MF	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0.42066303016139533	1	0.7473530344737981	0.254178842052916	0.577719829	0.317590695	1	1	0.0003000529454505811	1	0.000053078670613175806	0.5783231918381635	0.0004763912532003001	1
GO:0005261	cation channel activity	GO:MF	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0.42066303016139533	0.5176096930266618	1	0.857841712861002	0.436615119	1	0.7347808654429795	0.22745307182735355	1	1	1	0.09586383555345568	1	1
GO:0005488	binding	GO:MF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42448967977624624	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0046873	metal ion transmembrane transporter activity	GO:MF	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0.42448967977624624	0.20593271973875202	0.9010304489812144	0.23676521091315045	0.441764912	1	0.5388691323474285	0.2022510490474243	0.8823567248994968	1	1	0.057062675397567576	1	1
GO:0022836	gated channel activity	GO:MF	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.42448967977624624	1	1	0.8958984147162172	1	1	0.5234488651161247	0.4272171349970833	0.8735396707880142	1	1	0.18344465069698915	1	1
GO:0005216	ion channel activity	GO:MF	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.5078411059302386	0.5869314109714394	1	0.7630233992157289	0.578283558	1	0.6199088377703363	0.4272171349970833	0.9305815108004286	1	1	0.144023422086038	1	1
GO:0022803	passive transmembrane transporter activity	GO:MF	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.5078411059302386	0.5869314109714394	1	0.7947072748750214	0.578283558	1	0.6448875684147167	0.45320502163683707	0.7689024308810382	1	1	0.1609524269693325	0.9909487313141533	1
GO:0015267	channel activity	GO:MF	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.5078411059302386	0.5869314109714394	1	0.7947072748750214	0.578283558	1	0.6448875684147167	0.45320502163683707	0.7689024308810382	1	1	0.1609524269693325	0.9909487313141533	1
GO:0022890	inorganic cation transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0.5572799498462135	0.30003060763583	0.8247626749636905	0.3344498406437956	0.578283558	1	0.7082548907404024	0.42356199114727106	0.9643282827709402	1	1	0.11313919293661973	1	1
GO:0008092	cytoskeletal protein binding	GO:MF	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.5643901778445208	1	0.969261694896368	0.38069294714127627	1	0.678243437	0.543227752939737	0.000001989868589681344	0.8730841876626722	1	1	5.713316221543016e-7	0.8642291197939654	1
GO:0008324	cation transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0.5643901778445208	0.318872878633407	0.8446870425613899	0.3598862260592123	0.578283558	1	0.722229666428034	0.44161922730205955	0.9703029472277923	1	1	0.12443195416187078	1	1
GO:0030234	enzyme regulator activity	GO:MF	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0.5878949673033866	1	1	0.9802483303146762	1	0.678243437	0.5832299763119139	0.2111950342585497	1	0.39783340505122067	0.9471913812983173	0.4612915718668029	0.7615596953701793	1
GO:0098772	molecular function regulator	GO:MF	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.6090575473428744	1	1	0.9859864325732288	1	0.678243437	0.6158143653115038	0.23321328653950218	1	0.41398306077390623	0.9786375849903824	0.5016497918712649	0.8083799540464471	1
GO:0004175	endopeptidase activity	GO:MF	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0.6278024801643411	1	0.9362667421767383	0.38863464292997996	0.30233224	0.170292176	0.6638789375299484	0.6325488125717835	0.29347350665911404	0.4396633195407257	0.004526264440843837	0.7428732007766646	0.027703227070725436	1
GO:0015318	inorganic molecular entity transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.6278024801643411	0.41589481235386544	0.9335006369151158	0.25850495995349804	0.719091841	1	0.6579268518859924	0.5010799220483739	0.9305815108004286	1	1	0.11901245855111918	1	1
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6423197467414833	1	0.9506086416021758	0.8958984147162172	1	1	0.722229666428034	1	1	1	1	1	1	1
GO:0005198	structural molecule activity	GO:MF	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0.6423197467414833	0.4476255875826672	0.6630932880319371	0.9607258849264325	0.814902806	1	0.9714859880845974	0.13640615698613964	0.6945462262286993	0.45749128838464953	1	0.3960079579987323	0.9758300619541224	1
GO:0015075	ion transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0.6423197467414833	0.45253261698245134	0.8426183642495182	0.2016716770386403	0.745996238	1	0.7128589967331967	0.5738275781222156	0.9574757673521451	1	1	0.144023422086038	1	1
GO:0016788	hydrolase activity, acting on ester bonds	GO:MF	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0.6653321106742872	1	0.16897192511607242	0.6455116894715333	0.790694678	0.8927678	0.2508079439721943	0.9034510227993225	0.7701262676892645	0.2035760805673332	0.06729685772599729	0.8354743302067388	0.04467297552154564	1
GO:0003700	DNA-binding transcription factor activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6849204514662519	1	0.969261694896368	0.9398735329365321	1	0.772308593	0.6448875684147167	1	1	1	1	1	1	1
GO:0008233	peptidase activity	GO:MF	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0.7046062262076237	0.8512816589075601	0.8247626749636905	0.24090272596997372	0.08904474	0.317590695	0.5435550913128555	0.26821804730753035	0.27568157218439626	0.526819356476838	0.0004203121686878865	0.8873790353720434	0.04794115145845709	1
GO:0043565	sequence-specific DNA binding	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.7262883379190186	0.8512816589075601	0.9698338804517288	0.969509457775813	1	1	0.4648916756352956	1	1	1	1	1	1	1
GO:0046914	transition metal ion binding	GO:MF	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0.7472110797675386	0.8724001526832743	0.9010304489812144	0.4717908177595523	1	0.772308593	0.40958339404294497	0.9970917739662698	0.04634327860664105	0.2543663489348811	0.11756395334622836	0.6508524265502442	0.15793067357018475	1
GO:0140110	transcription regulator activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7515481426869549	1	0.9818788753947838	0.947678289549909	1	0.849683255	0.5388691323474285	1	1	1	1	0.9951755559122446	1	1
GO:0022857	transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0.7526932353798751	0.14263635167514419	0.9312194495176479	0.16993755368730684	0.91209029	0.93800281	0.5528823151709685	0.45320502163683707	0.6188630632619763	1	0.943067506293156	0.3775108662712246	1	1
GO:0005215	transporter activity	GO:MF	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0.7652932429718649	0.14263635167514419	0.8676656562562722	0.18342896304708556	0.918418032	0.93800281	0.4863840928690993	0.5260377177617614	0.39230453813869715	1	0.8931366171819641	0.42469111546283644	0.9931312395346737	1
GO:0016787	hydrolase activity	GO:MF	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0.7913459740438631	0.9357854410528564	0.5867189518436415	0.25407561797232064	0.083639127	0.098225779	0.32397655873815734	0.3752573988099588	0.11523108814475792	0.3189374010956922	0.00003306585160833686	0.3378938945640281	0.0028304655847166136	1
GO:0097159	organic cyclic compound binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8517329452236364	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:1901363	heterocyclic compound binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8517329452236364	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003677	DNA binding	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.8517329452236364	0.8512816589075601	0.9506086416021758	0.9398735329365321	0.998447827	0.977669306	0.08270223860822543	1	1	0.7375601403528474	1	1	1	1
GO:0043168	anion binding	GO:MF	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0.8562254459566883	0.9357854410528564	0.5941933073296519	0.4415564426094543	0.369166991	0.93800281	0.5622852962364245	0.778693143478742	0.0421611815063657	0.7375601403528474	1	0.1609524269693325	0.2142590331875625	0.14183816651075776
GO:0003824	catalytic activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8562254459566883	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0036094	small molecule binding	GO:MF	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0.859938818939825	0.9435653204708166	0.566352547242309	0.43378404194761483	0.418500013	0.947493657	0.5388691323474285	0.6265717330529633	0.0421611815063657	0.7563551603979222	0.9094567589853374	0.1445589558894041	0.08928351003359368	0.1462675397567819
GO:0140096	catalytic activity, acting on a protein	GO:MF	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0.893181342961076	0.9599580398136183	0.9506086416021758	0.4272491363212509	0.248807282	0.678243437	0.3427817712762957	0.3236644276913085	0.9038118691588735	0.4777736723434099	0.11756395334622836	0.44484384557167034	0.8871519467232934	0.15580500987423326
GO:0003676	nucleic acid binding	GO:MF	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0.946455815751564	0.6754669978099862	0.19346273083391644	0.9941043196913393	1	1	0.12233438687651602	1	1	0.8460064162765908	1	1	1	1
GO:0005515	protein binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9693799236057786	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003674	molecular_function	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003012	muscle system process	GO:BP	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0.20030897259511302	0.24920280660885355	0.5721066144638366	0.6015019013298144	1	1	1	2.743809825780389e-10	1	1	1	1.964582049871602e-12	1	1
GO:0010996	response to auditory stimulus	GO:BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33577467743930317	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0001964	startle response	GO:BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33577467743930317	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0060361	flight	GO:BP	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.33577467743930317	1	1	1	1	1	1	0.000008256738450963157	1	1	1	0.000014978161893288434	1	1
GO:0003008	system process	GO:BP	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0.33577467743930317	0.5670950256698482	0.7749028652122613	0.949093666208255	0.002168399	1	0.974361079602017	0.07271157114217845	0.9999999999913475	0.11272130247353584	0.9999999999977653	0.0021807273263331267	0.6302223666547465	1
GO:0050974	detection of mechanical stimulus involved in sensory perception	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.33577467743930317	1	1	1	1	1	0.20365307144479328	1	1	1	1	1	1	1
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	GO:BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33577467743930317	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071260	cellular response to mechanical stimulus	GO:BP	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.33577467743930317	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0050975	sensory perception of touch	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.341180057579372	1	1	1	1	1	0.22725502766101333	1	1	1	1	1	1	1
GO:0048168	regulation of neuronal synaptic plasticity	GO:BP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341180057579372	1	1	1	1	1	1	0.5197154369352539	1	1	1	1	1	1
GO:0007638	mechanosensory behavior	GO:BP	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.341180057579372	1	1	0.45394224389922005	1	1	1	1	1	1	1	1	1	1
GO:0050982	detection of mechanical stimulus	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.37918312433566975	1	1	1	1	1	0.25754703375318494	1	1	1	1	1	1	1
GO:0050905	neuromuscular process	GO:BP	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.39079325568827433	1	1	1	1	1	1	0.20858789442674353	1	1	1	0.0065937422074759736	1	1
GO:0009135	purine nucleoside diphosphate metabolic process	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3608678442673918	0.1206222485955678	1	1	0.16671253885603568	0.6248049309670831	1
GO:0009179	purine ribonucleoside diphosphate metabolic process	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3608678442673918	0.1206222485955678	1	1	0.16671253885603568	0.6248049309670831	1
GO:0009185	ribonucleoside diphosphate metabolic process	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3842156172828065	0.12883711298356923	1	1	0.1762625156092748	0.6357898377987997	1
GO:0046031	ADP metabolic process	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3376257683903417	0.11383315710346752	1	1	0.16028038563021527	0.5935504102936656	1
GO:0048167	regulation of synaptic plasticity	GO:BP	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.4487805962820639	1	1	1	1	1	1	0.14990848335295745	1	1	1	1	1	1
GO:0006165	nucleoside diphosphate phosphorylation	GO:BP	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	0.13577492379259004	0.37441179645801004	0.12448992848292531	1	1	0.1729335750465061	0.6314035956935607	1
GO:0006096	glycolytic process	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3220833884027623	0.10326066685330743	1	1	0.14507014067967414	0.5725311134636705	1
GO:0006099	tricarboxylic acid cycle	GO:BP	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.048533423114489806	0.5076871601088254	1	1	0.18857866295808665	1	1
GO:0046939	nucleotide phosphorylation	GO:BP	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	0.1397045968636451	0.3842156172828065	0.12883711298356923	1	1	0.1762625156092748	0.6357898377987997	1
GO:0006757	ATP generation from ADP	GO:BP	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0.4487805962820639	1	1	1	1	1	1	0.3220833884027623	0.10326066685330743	1	1	0.14507014067967414	0.5725311134636705	1
GO:0009612	response to mechanical stimulus	GO:BP	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0.45167549418115305	0.24938628002500104	1	0.6059243832678202	1	1	0.40750187520487363	0.7438515793923035	1	1	1	1	1	1
GO:0006090	pyruvate metabolic process	GO:BP	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0.46080739893911243	1	1	0.2908285515453708	1	1	1	0.4635068791141465	0.006826108250901049	1	1	0.22666868880392835	0.3047055849863878	1
GO:0030239	myofibril assembly	GO:BP	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.46080739893911243	1	1	1	1	1	1	4.509073026266606e-19	1	1	1	3.2008686673663085e-16	1	1
GO:0055002	striated muscle cell development	GO:BP	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0.46080739893911243	1	1	1	1	1	1	4.509073026266606e-19	1	1	1	3.2008686673663085e-16	1	1
GO:0009132	nucleoside diphosphate metabolic process	GO:BP	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0.46080739893911243	1	1	1	1	1	0.159841810116111	0.4579040328911455	0.16587225783854917	1	1	0.21535721090452875	0.6956639385266172	1
GO:0019722	calcium-mediated signaling	GO:BP	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0.46260540344640005	0.2831985610516324	1	1	1	1	1	0.2300174603508762	1	0.1333826542677719	1	0.5365016339303574	1	1
GO:0050954	sensory perception of mechanical stimulus	GO:BP	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.4629800035565187	0.3502517987155834	0.7801383421261144	1	1	1	0.5769870366065523	0.9001342170260991	1	1	1	1	1	1
GO:0104004	cellular response to environmental stimulus	GO:BP	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0.4629800035565187	0.12049925853846084	1	0.7432773700163962	1	1	0.5712685212851708	1	1	0.17818553382597357	1	1	0.9022184567312653	1
GO:0009581	detection of external stimulus	GO:BP	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.4629800035565187	1	1	1	4.71E+05	1	0.5810232550194637	1	0.8051668874619593	0.17818553382597357	1	1	0.9196997565426274	1
GO:1901575	organic substance catabolic process	GO:BP	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0.4629800035565187	0.6780518349542253	0.7602747218399039	0.5471599679235406	1	1	0.5464620685763426	0.9999999791178564	0.0013572774806444052	0.4065936040720316	0.11251183440261735	0.9999458825804584	0.00001663030690693179	1
GO:0016052	carbohydrate catabolic process	GO:BP	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0.4629800035565187	1	1	0.7338563434239037	1	1	1	0.6103404774307111	0.029839590963510628	1	0.9068657216310244	0.3069675312640205	0.0011942582116527974	1
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.4629800035565187	1	1	0.7440522948389191	1	1	0.266507572399199	1	1	1	1	1	1	1
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.4629800035565187	1	1	1	1	1	0.21769568055199073	1	1	1	1	1	1	1
GO:0019932	second-messenger-mediated signaling	GO:BP	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0.4629800035565187	0.12631912347250876	1	0.7519197321495595	1	1	0.5810232550194637	0.43759159537428594	1	0.17818553382597357	1	0.6471668986339776	1	1
GO:1903362	regulation of cellular protein catabolic process	GO:BP	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.4629800035565187	1	1	0.7519197321495595	1	1	0.2811701169292246	1	1	1	1	1	1	1
GO:0030198	extracellular matrix organization	GO:BP	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0.4629800035565187	1	1	0.4615511780758921	1	1	1	0.14057074963721203	1	1	1	0.5991532419049831	1	1
GO:0009582	detection of abiotic stimulus	GO:BP	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.4629800035565187	1	1	1	4.71E+05	1	0.5810232550194637	1	0.8051668874619593	0.17818553382597357	1	1	0.9196997565426274	1
GO:0006816	calcium ion transport	GO:BP	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.4629800035565187	0.3502517987155834	1	1	0.297891095	1	1	0.4181879055164066	0.797188462618806	1	1	0.32297665440197676	1	1
GO:0071214	cellular response to abiotic stimulus	GO:BP	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0.4629800035565187	0.12049925853846084	1	0.7432773700163962	1	1	0.5712685212851708	1	1	0.17818553382597357	1	1	0.9022184567312653	1
GO:0043062	extracellular structure organization	GO:BP	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.4629800035565187	1	1	0.5189386134983882	1	1	0.5810232550194637	0.20858789442674353	1	1	1	0.6450935621090712	1	1
