term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	Mean_adj_pvalue	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
KEGG:00380	Tryptophan metabolism	KEGG	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021452651	0.021452651	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0410309	Alpha-aminoadipic aciduria	HP	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149881316	0.149881316	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016722	"oxidoreductase activity, acting on metal ions"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.029996352	1	0.029996352	1	1	1	1	1	1	1	1	1	1	1	1
GO:0008447	L-ascorbate oxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.09354537	1	0.09354537	1	1	1	1	1	1	1	1	1	1	1	1
GO:0000293	ferric-chelate reductase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0015293	symporter activity	GO:MF	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.084089449	1	0.124393391	1	0.043785508	1	1	1	1	1	1	1	1	1	1
GO:0016175	superoxide-generating NAD(P)H oxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0050664	"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016682	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.1331597	1	0.1331597	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016724	"oxidoreductase activity, acting on metal ions, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.142636352	1	0.142636352	1	1	1	1	1	1	1	1	1	1	1	1
GO:0022857	transmembrane transporter activity	GO:MF	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.156286953	1	0.142636352	1	0.169937554	1	1	1	1	1	1	1	1	1	1
GO:0004322	ferroxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.142636352	1	0.142636352	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005215	transporter activity	GO:MF	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0.163032657	1	0.142636352	1	0.183428963	1	1	1	1	1	1	1	1	1	1
GO:0015291	secondary active transmembrane transporter activity	GO:MF	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0.134225741	1	0.165830065	0.193462731	0.043384426	1	1	1	1	1	1	1	1	1	1
GO:0008061	chitin binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.165830065	1	0.165830065	1	1	1	1	1	1	1	1	1	1	1	1
GO:0019003	GDP binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.165830065	1	0.165830065	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005158	insulin receptor binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.172604595	1	0.172604595	1	1	1	1	1	1	1	1	1	1	1	1
GO:0017147	Wnt-protein binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.173220812	1	0.173220812	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005343	organic acid:sodium symporter activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005416	amino acid:cation symporter activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005283	amino acid:sodium symporter activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016679	"oxidoreductase activity, acting on diphenols and related substances as donors"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005112	Notch binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0097602	cullin family protein binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.183621677	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0015179	L-amino acid transmembrane transporter activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.190289022	1	0.190289022	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005326	neurotransmitter transmembrane transporter activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.190289022	1	0.190289022	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005507	copper ion binding	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.190289022	1	0.190289022	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009415	response to water	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.057805586	1	0.057805586	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006826	iron ion transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.088619366	1	0.088619366	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006812	cation transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.088619366	1	0.088619366	1	1	1	1	1	1	1	1	1	1	1	1
GO:0001101	response to acid chemical	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.088619366	1	0.088619366	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055072	iron ion homeostasis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.088619366	1	0.088619366	1	1	1	1	1	1	1	1	1	1	1	1
GO:0033215	reductive iron assimilation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0035260	internal genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0042554	superoxide anion generation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0043950	positive regulation of cAMP-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0045933	positive regulation of muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0045987	positive regulation of smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0000041	transition metal ion transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048581	negative regulation of post-embryonic development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0051597	response to methylmercury	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:1902064	regulation of transcription from RNA polymerase II promoter involved in spermatogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0106024	negative regulation of pupariation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055076	transition metal ion homeostasis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.107158416	1	0.107158416	1	1	1	1	1	1	1	1	1	1	1	1
GO:0033212	iron import into cell	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009270	response to humidity	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0046689	response to mercury ion	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006811	ion transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0106023	regulation of pupariation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006940	regulation of smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048804	imaginal disc-derived female genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098729	germline stem cell symmetric division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071478	cellular response to radiation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048807	female genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098730	male germline stem cell symmetric division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0104004	cellular response to environmental stimulus	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098724	symmetric stem cell division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048580	regulation of post-embryonic development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071214	cellular response to abiotic stimulus	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009414	response to water deprivation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071260	cellular response to mechanical stimulus	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0010035	response to inorganic substance	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009083	branched-chain amino acid catabolic process	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009081	branched-chain amino acid metabolic process	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0007486	imaginal disc-derived female genitalia development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0043949	regulation of cAMP-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006939	smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098725	symmetric cell division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003401	axis elongation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0019932	second-messenger-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0050850	positive regulation of calcium-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055085	transmembrane transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.131945278	1	0.131945278	1	1	1	1	1	1	1	1	1	1	1	1
GO:0030728	ovulation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.135040394	1	0.135040394	1	1	1	1	1	1	1	1	1	1	1	1
GO:0030540	female genitalia development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.135040394	1	0.135040394	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006814	sodium ion transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.14735968	1	0.14735968	1	1	1	1	1	1	1	1	1	1	1	1
GO:0050848	regulation of calcium-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.170701766	1	0.170701766	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071480	cellular response to gamma radiation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.170701766	1	0.170701766	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006801	superoxide metabolic process	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.170701766	1	0.170701766	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006937	regulation of muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.197538546	1	0.197538546	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:00640	Propanoate metabolism	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.097568202	1	0.097568202	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:00280	"Valine, leucine and isoleucine degradation"	KEGG	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.050577611	1	0.097568202	1	1	1	1	1	1	0.00358702	1	1	1	1	1
KEGG:04350	TGF-beta signaling pathway	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.097568202	1	0.097568202	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04341	Hedgehog signaling pathway - fly	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.097568202	1	0.097568202	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04310	Wnt signaling pathway	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.157254451	1	0.157254451	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04120	Ubiquitin mediated proteolysis	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.157254451	1	0.157254451	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04141	Protein processing in endoplasmic reticulum	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.170127905	1	0.170127905	1	1	1	1	1	1	1	1	1	1	1	1
HP:0001254	Lethargy	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.033900385	1	0.033900385	1	1	1	1	1	1	1	1	1	1	1	1
HP:0011014	Abnormal glucose homeostasis	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.042223483	1	0.042223483	1	1	1	1	1	1	1	1	1	1	1	1
HP:0002013	Vomiting	HP	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.065698322	1	0.042223483	1	1	1	1	1	1	1	1	0.089173161	1	1	1
HP:0004372	Reduced consciousness/confusion	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.072177605	1	0.072177605	1	1	1	1	1	1	1	1	1	1	1	1
HP:0002017	Nausea and vomiting	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.122471413	1	0.122471413	1	1	1	1	1	1	1	1	1	1	1	1
GO:0140101	"catalytic activity, acting on a tRNA"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	1	0.065722608	1	1	1	1	1	1	1	1	1	1	1
GO:0016830	carbon-carbon lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	1	0.065722608	1	1	1	1	1	1	1	1	1	1	1
GO:0016831	carboxy-lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	1	0.065722608	1	1	1	1	1	1	1	1	1	1	1
GO:0016829	lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	1	0.065722608	1	1	1	1	1	1	1	1	1	1	1
GO:0003723	RNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	1	0.065722608	1	1	1	1	1	1	1	1	1	1	1
GO:0004518	nuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0110152	RNA NAD-cap (NAD-forming) hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0070611	histone methyltransferase activity (H3-R2 specific)	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0070404	NADH binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0070402	NADPH binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0015349	thyroid hormone transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0050661	NADP binding	GO:MF	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.135360366	1	1	0.072497661	1	0.19822307	1	1	1	1	1	1	1	1	1
GO:0050660	flavin adenine dinucleotide binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0047150	betaine-homocysteine S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0019843	rRNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0018833	DDT-dehydrochlorinase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0016875	"ligase activity, forming carbon-oxygen bonds"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0016848	carbon-halide lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004155	"6,7-dihydropteridine reductase activity"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004812	aminoacyl-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004519	endonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004531	deoxyribonuclease II activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004018	"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004588	orotate phosphoribosyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004590	orotidine-5'-phosphate decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0003976	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0140098	"catalytic activity, acting on RNA"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0004853	uroporphyrinogen decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.072497661	1	1	0.072497661	1	1	1	1	1	1	1	1	1	1	1
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.079092422	1	1	0.079092422	1	1	1	1	1	1	1	1	1	1	1
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0071949	FAD binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0015173	aromatic amino acid transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0016034	maleylacetoacetate isomerase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0034353	RNA pyrophosphohydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0004831	tyrosine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0004586	ornithine decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0003884	D-amino-acid oxidase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
GO:0004816	asparagine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110063921	1	1	0.110063921	1	1	1	1	1	1	1	1	1	1	1
