term_id	term_name	Dm_F_wh_L	Dm_F_ov	Dp_F_ab	Dp_F_hd	Dp_M_ab	Dp_M_hd	Dm_F_wh_D	Dm_M_ts	Af_F_wh
GO:0044281	small molecule metabolic process	1	0	0	1	1	1	1	0	0
GO:0010739	positive regulation of protein kinase A signaling	1	0	0	0	0	0	0	0	0
GO:0045143	homologous chromosome segregation	1	0	1	0	0	0	0	0	0
GO:0045837	negative regulation of membrane potential	1	0	0	0	0	0	0	0	0
GO:0046327	glycerol biosynthetic process from pyruvate	1	0	0	1	0	0	0	0	0
GO:0048260	positive regulation of receptor-mediated endocytosis	1	0	0	1	0	0	0	0	0
GO:0048736	appendage development	1	0	0	0	0	0	0	0	0
GO:0048737	imaginal disc-derived appendage development	1	0	0	0	0	0	0	0	0
GO:0050829	defense response to Gram-negative bacterium	1	0	1	0	1	1	0	0	0
GO:0050830	defense response to Gram-positive bacterium	1	0	1	1	1	1	0	0	0
GO:0055071	manganese ion homeostasis	1	0	0	0	0	0	0	0	0
GO:0061330	Malpighian tubule stellate cell differentiation	1	0	0	0	0	0	0	0	0
GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	1	0	0	0	0	0	0	0	0
GO:2000497	positive regulation of cell proliferation involved in compound eye morphogenesis	1	0	0	0	0	0	0	0	0
GO:0006011	UDP-glucose metabolic process	1	1	0	0	0	0	0	0	0
GO:0006558	L-phenylalanine metabolic process	1	0	0	0	0	1	0	0	0
GO:0006559	L-phenylalanine catabolic process	1	0	0	0	0	1	0	0	0
GO:0009066	aspartate family amino acid metabolic process	1	0	0	1	0	1	0	0	0
GO:0009063	cellular amino acid catabolic process	1	0	0	1	0	1	0	0	0
GO:0008592	regulation of Toll signaling pathway	1	0	0	0	0	0	0	0	0
GO:0005978	glycogen biosynthetic process	1	0	0	0	1	1	0	0	0
GO:0006612	protein targeting to membrane	1	0	0	0	0	0	0	0	0
GO:0008063	Toll signaling pathway	1	0	0	0	0	0	0	0	0
GO:0007588	excretion	1	0	0	0	0	0	0	0	0
GO:0010042	response to manganese ion	1	0	0	0	0	0	0	0	0
GO:0006638	neutral lipid metabolic process	1	0	0	1	0	1	0	0	0
GO:0006639	acylglycerol metabolic process	1	0	0	1	0	1	0	0	0
GO:0006749	glutathione metabolic process	1	0	0	0	0	0	0	0	0
GO:0000959	mitochondrial RNA metabolic process	1	0	0	0	0	0	0	0	0
GO:0006820	anion transport	1	0	0	0	0	0	0	0	0
GO:0006114	glycerol biosynthetic process	1	0	0	1	0	0	0	0	0
GO:0006971	hypotonic response	1	0	0	0	0	0	0	0	0
GO:0007476	imaginal disc-derived wing morphogenesis	1	0	0	0	0	0	0	0	0
GO:0007473	wing disc proximal/distal pattern formation	1	0	0	0	0	0	0	0	0
GO:0006530	asparagine catabolic process	1	0	0	0	0	0	0	0	0
GO:0000077	DNA damage checkpoint signaling	1	0	0	0	0	0	0	0	0
GO:0007384	specification of segmental identity, thorax	1	0	0	0	0	0	0	0	0
GO:0006167	AMP biosynthetic process	1	0	0	0	0	0	0	0	0
GO:0006418	tRNA aminoacylation for protein translation	1	0	0	0	0	0	0	0	0
GO:0009250	glucan biosynthetic process	1	0	0	0	1	1	0	0	0
GO:0009636	response to toxic substance	1	0	0	1	1	0	0	0	0
GO:0009631	cold acclimation	1	0	0	0	1	1	0	0	0
GO:0006497	protein lipidation	1	0	0	0	0	0	0	0	0
GO:0015749	monosaccharide transmembrane transport	1	0	0	0	0	0	0	0	0
GO:0043038	amino acid activation	1	0	0	0	0	0	0	0	0
GO:0044719	regulation of imaginal disc-derived wing size	1	0	0	0	0	1	0	0	0
GO:0032119	sequestering of zinc ion	1	0	0	0	0	0	0	0	0
GO:0061088	regulation of sequestering of zinc ion	1	0	0	0	0	0	0	0	0
GO:0007472	wing disc morphogenesis	1	0	0	0	0	0	0	0	0
GO:0003383	apical constriction	1	0	0	0	0	0	0	0	0
GO:0000706	meiotic DNA double-strand break processing	1	0	0	0	0	0	0	0	0
GO:0043543	protein acylation	1	0	0	0	0	0	0	0	0
GO:0008362	chitin-based embryonic cuticle biosynthetic process	1	0	0	0	0	0	1	0	0
GO:0016256	N-glycan processing to lysosome	1	0	0	0	0	0	0	0	0
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1	0	0	0	0	0	0	0	0
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	1	0	0	0	0	0	0	0	0
GO:0006090	pyruvate metabolic process	1	0	1	1	1	1	0	0	0
GO:0015711	organic anion transport	1	0	0	0	0	1	0	0	0
GO:0006605	protein targeting	1	0	0	0	0	0	0	0	0
GO:0019835	cytolysis	1	0	0	0	1	0	0	0	0
GO:0070252	actin-mediated cell contraction	1	0	0	0	0	0	0	0	0
GO:0006555	methionine metabolic process	1	0	1	1	0	1	0	0	0
GO:0048259	regulation of receptor-mediated endocytosis	1	0	0	1	0	0	0	0	0
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	1	0	0	0	0	0	1	0	0
GO:0007130	synaptonemal complex assembly	1	0	1	0	0	0	0	0	0
GO:0009156	ribonucleoside monophosphate biosynthetic process	1	0	0	1	0	0	0	0	0
GO:0009086	methionine biosynthetic process	1	0	1	1	0	1	0	0	0
GO:0048499	synaptic vesicle membrane organization	1	0	0	0	0	0	0	0	0
GO:0048730	epidermis morphogenesis	1	0	0	0	0	0	0	0	0
GO:0043950	positive regulation of cAMP-mediated signaling	1	1	1	0	0	0	0	0	0
GO:0070192	chromosome organization involved in meiotic cell cycle	1	0	0	0	0	0	0	0	0
GO:0042853	L-alanine catabolic process	1	0	0	0	0	0	0	0	0
GO:0071773	cellular response to BMP stimulus	1	0	0	0	0	0	0	0	0
GO:0048634	regulation of muscle organ development	1	0	0	0	1	0	0	0	0
GO:0042851	L-alanine metabolic process	1	0	0	0	0	0	0	0	0
GO:0009436	glyoxylate catabolic process	1	0	0	1	0	1	0	0	0
GO:0030509	BMP signaling pathway	1	0	0	0	0	0	0	0	0
GO:0006522	alanine metabolic process	1	0	0	0	0	0	0	0	0
GO:0006524	alanine catabolic process	1	0	0	0	0	0	0	0	0
GO:0009078	pyruvate family amino acid metabolic process	1	0	0	0	0	0	0	0	0
GO:0009080	pyruvate family amino acid catabolic process	1	0	0	0	0	0	0	0	0
GO:0032240	negative regulation of nucleobase-containing compound transport	1	0	0	0	0	0	0	0	0
GO:0009886	post-embryonic animal morphogenesis	1	0	0	0	0	0	0	0	0
GO:0072657	protein localization to membrane	1	0	0	0	0	0	0	0	0
GO:0099637	neurotransmitter receptor transport	1	0	1	0	0	0	0	0	0
GO:0006895	Golgi to endosome transport	1	0	0	0	0	0	0	0	0
GO:0090646	mitochondrial tRNA processing	1	0	0	1	0	0	0	0	0
GO:0045898	regulation of RNA polymerase II transcription preinitiation complex assembly	1	0	0	0	0	0	0	0	0
GO:0071772	response to BMP	1	0	0	0	0	0	0	0	0
GO:0000729	DNA double-strand break processing	1	0	0	0	0	0	0	0	0
GO:0006575	cellular modified amino acid metabolic process	1	0	0	1	0	1	0	0	0
GO:0000719	photoreactive repair	1	0	0	0	0	0	0	0	0
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	1	0	0	0	0	0	0	0	0
GO:1900024	regulation of substrate adhesion-dependent cell spreading	1	0	0	0	0	0	0	0	0
GO:0009074	aromatic amino acid family catabolic process	1	0	0	0	0	0	0	0	0
GO:0006517	protein deglycosylation	1	0	0	0	0	0	0	0	0
GO:0007160	cell-matrix adhesion	1	0	1	0	1	0	0	0	0
GO:0032488	Cdc42 protein signal transduction	1	0	0	0	0	0	0	0	0
GO:0030488	tRNA methylation	1	0	0	0	0	0	0	0	0
GO:0070327	thyroid hormone transport	1	0	0	0	0	0	0	0	0
GO:0034970	histone H3-R2 methylation	1	0	0	0	0	0	0	0	0
GO:2000001	regulation of DNA damage checkpoint	1	0	0	0	0	0	0	0	0
GO:0090287	regulation of cellular response to growth factor stimulus	1	0	0	0	0	0	0	0	0
GO:0051668	localization within membrane	1	0	0	0	0	0	0	0	0
GO:0000097	sulfur amino acid biosynthetic process	1	0	1	1	0	1	0	0	0
GO:0034761	positive regulation of iron ion transmembrane transport	1	0	0	0	0	0	0	0	0
GO:0035292	specification of segmental identity, trunk	1	0	0	0	0	0	0	0	0
GO:0034756	regulation of iron ion transport	1	0	0	0	0	0	0	0	0
GO:0009124	nucleoside monophosphate biosynthetic process	1	0	0	1	0	0	0	0	0
GO:0048563	post-embryonic animal organ morphogenesis	1	0	0	0	0	0	0	0	0
GO:0015691	cadmium ion transport	1	0	0	0	0	0	0	0	0
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	1	0	0	0	0	0	0	0	0
GO:0034759	regulation of iron ion transmembrane transport	1	0	0	0	0	0	0	0	0
GO:2000495	regulation of cell proliferation involved in compound eye morphogenesis	1	0	0	0	0	0	0	0	0
GO:0034758	positive regulation of iron ion transport	1	0	0	0	0	0	0	0	0
GO:0007560	imaginal disc morphogenesis	1	0	0	0	0	0	0	0	0
GO:0019284	L-methionine salvage from S-adenosylmethionine	1	0	0	0	0	0	0	0	0
GO:0070574	cadmium ion transmembrane transport	1	0	0	0	0	0	0	0	0
GO:0071333	cellular response to glucose stimulus	1	0	0	1	0	0	0	0	0
GO:0071472	cellular response to salt stress	1	0	0	0	0	0	0	0	0
GO:0002165	instar larval or pupal development	1	0	0	0	0	0	0	0	0
GO:0070184	mitochondrial tyrosyl-tRNA aminoacylation	1	0	0	0	0	0	0	0	0
GO:0044262	cellular carbohydrate metabolic process	1	0	0	1	1	1	0	0	0
GO:0070142	synaptic vesicle budding	1	0	0	0	0	0	0	0	0
GO:0048490	anterograde synaptic vesicle transport	1	0	0	0	0	0	0	0	0
GO:0048601	oocyte morphogenesis	1	0	1	0	0	0	0	0	0
GO:0003382	epithelial cell morphogenesis	1	0	0	0	0	0	0	0	0
GO:0044773	mitotic DNA damage checkpoint signaling	1	0	0	0	0	0	0	0	0
GO:0045704	regulation of salivary gland boundary specification	1	0	0	0	0	0	0	0	0
GO:0045705	negative regulation of salivary gland boundary specification	1	0	0	0	0	0	0	0	0
GO:0014706	striated muscle tissue development	1	0	1	0	1	0	0	0	0
GO:0006420	arginyl-tRNA aminoacylation	1	0	1	0	0	0	0	0	0
GO:0016476	regulation of embryonic cell shape	1	0	0	0	0	0	0	0	0
GO:0051238	sequestering of metal ion	1	0	0	0	0	0	0	0	0
GO:0034470	ncRNA processing	1	0	0	0	0	0	0	0	0
GO:0098661	inorganic anion transmembrane transport	1	0	0	0	1	0	0	0	0
GO:0071331	cellular response to hexose stimulus	1	0	0	1	0	0	0	0	0
GO:0006071	glycerol metabolic process	1	0	1	1	1	0	0	0	0
GO:0042321	negative regulation of circadian sleep/wake cycle, sleep	1	0	0	1	1	0	0	0	0
GO:1902476	chloride transmembrane transport	1	0	0	0	0	0	0	0	0
GO:0099116	tRNA 5'-end processing	1	0	0	0	0	0	0	0	0
GO:0035736	cell proliferation involved in compound eye morphogenesis	1	0	0	0	0	0	0	0	0
GO:0007266	Rho protein signal transduction	1	0	0	0	0	0	0	0	0
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	1	0	0	0	0	0	0	0	0
GO:0006623	protein targeting to vacuole	1	0	0	0	0	0	0	0	0
GO:0009791	post-embryonic development	1	0	0	0	0	0	0	0	0
GO:2000144	positive regulation of DNA-templated transcription initiation	1	0	0	0	0	0	0	0	0
GO:0099517	synaptic vesicle transport along microtubule	1	0	0	0	0	0	0	0	0
GO:0099514	synaptic vesicle cytoskeletal transport	1	0	0	0	0	0	0	0	0
GO:0031589	cell-substrate adhesion	1	0	1	0	1	0	0	0	0
GO:0006821	chloride transport	1	0	0	0	0	0	0	0	0
GO:0045017	glycerolipid biosynthetic process	1	0	0	1	0	1	0	0	0
GO:0006528	asparagine metabolic process	1	0	0	0	1	0	0	0	0
GO:0071326	cellular response to monosaccharide stimulus	1	0	0	1	0	0	0	0	0
GO:0033692	cellular polysaccharide biosynthetic process	1	0	0	0	1	1	0	0	0
GO:0000271	polysaccharide biosynthetic process	1	0	0	0	1	1	0	0	0
GO:0006290	pyrimidine dimer repair	1	0	0	0	0	0	0	0	0
GO:0031503	protein-containing complex localization	1	0	0	0	0	0	0	0	0
GO:0007127	meiosis I	1	0	1	0	0	0	0	0	0
GO:0007155	cell adhesion	1	0	1	0	1	0	0	0	0
GO:0101025	nuclear membrane biogenesis	1	0	0	0	0	0	0	0	0
GO:0045132	meiotic chromosome segregation	1	0	1	0	0	0	0	0	0
GO:0034113	heterotypic cell-cell adhesion	1	0	0	0	0	0	0	0	0
GO:0051639	actin filament network formation	1	0	0	0	0	0	0	0	0
GO:0034114	regulation of heterotypic cell-cell adhesion	1	0	0	0	0	0	0	0	0
GO:0034116	positive regulation of heterotypic cell-cell adhesion	1	0	0	0	0	0	0	0	0
GO:0006094	gluconeogenesis	1	0	0	1	0	0	0	0	0
GO:0009446	putrescine biosynthetic process	1	0	0	0	0	1	0	0	0
GO:0019319	hexose biosynthetic process	1	0	0	1	0	0	0	0	0
GO:0033387	putrescine biosynthetic process from ornithine	1	0	0	0	0	1	0	0	0
GO:0006270	DNA replication initiation	1	0	1	0	0	0	0	0	0
GO:0009445	putrescine metabolic process	1	0	0	0	0	1	0	0	0
GO:0071932	replication fork reversal	1	0	1	0	0	0	0	0	0
GO:0009409	response to cold	1	1	0	0	1	1	0	0	0
GO:0009067	aspartate family amino acid biosynthetic process	1	0	0	1	0	1	0	0	0
GO:1905380	regulation of snRNA transcription by RNA polymerase II	1	0	0	0	0	0	0	0	0
GO:0046033	AMP metabolic process	1	0	0	1	0	0	0	0	0
GO:1905382	positive regulation of snRNA transcription by RNA polymerase II	1	0	0	0	0	0	0	0	0
GO:0007380	specification of segmental identity, head	1	0	0	0	0	0	0	0	0
GO:0071421	manganese ion transmembrane transport	1	0	0	0	0	0	0	0	0
GO:1903524	positive regulation of blood circulation	1	0	0	0	0	0	0	0	0
GO:0002092	positive regulation of receptor internalization	1	0	0	0	0	0	0	0	0
GO:0006007	glucose catabolic process	1	0	0	0	0	0	0	0	0
GO:0001678	cellular glucose homeostasis	1	0	0	1	0	1	0	0	0
GO:0000075	cell cycle checkpoint signaling	1	0	0	0	0	0	0	0	0
GO:0010565	regulation of cellular ketone metabolic process	1	0	0	0	1	0	0	0	0
GO:0060537	muscle tissue development	1	0	1	0	1	0	0	0	0
GO:0015698	inorganic anion transport	1	0	0	0	1	0	0	0	0
GO:0019400	alditol metabolic process	1	0	1	1	1	1	0	0	0
GO:0019605	butyrate metabolic process	1	0	0	0	0	0	0	0	0
GO:0030048	actin filament-based movement	1	0	0	0	0	0	0	0	0
GO:0043094	cellular metabolic compound salvage	1	0	0	0	0	0	0	0	0
GO:0070193	synaptonemal complex organization	1	0	1	0	0	0	0	0	0
GO:0045807	positive regulation of endocytosis	1	0	0	1	0	0	0	0	0
GO:0045823	positive regulation of heart contraction	1	0	0	0	0	0	0	0	0
GO:0045824	negative regulation of innate immune response	1	0	0	0	0	0	0	0	0
GO:0000012	single strand break repair	1	0	0	0	0	0	0	0	0
GO:0055085	transmembrane transport	1	1	0	0	0	0	1	0	0
GO:0046359	butyrate catabolic process	1	0	0	0	0	0	0	0	0
GO:0046487	glyoxylate metabolic process	1	0	0	1	0	1	0	0	0
GO:0050832	defense response to fungus	1	0	1	0	1	0	0	0	0
GO:0045087	innate immune response	1	0	1	1	0	1	0	0	0
GO:0000096	sulfur amino acid metabolic process	1	0	0	1	0	1	0	0	0
GO:0042754	negative regulation of circadian rhythm	1	0	0	1	1	0	0	0	0
GO:0090505	epiboly involved in wound healing	1	0	0	0	0	0	0	0	0
GO:0019748	secondary metabolic process	1	0	0	1	1	1	0	0	0
GO:1903341	regulation of meiotic DNA double-strand break formation	1	0	0	0	0	0	0	0	0
GO:0019478	D-amino acid catabolic process	1	0	0	0	0	0	0	0	0
GO:0022404	molting cycle process	1	0	1	0	0	0	1	0	0
GO:0051415	microtubule nucleation by interphase microtubule organizing center	1	0	0	0	0	0	0	0	0
GO:0009161	ribonucleoside monophosphate metabolic process	1	0	0	1	0	0	0	0	0
GO:0016973	poly(A)+ mRNA export from nucleus	1	0	0	0	0	0	0	0	0
GO:0015801	aromatic amino acid transport	1	0	0	0	0	0	0	0	0
GO:1903343	positive regulation of meiotic DNA double-strand break formation	1	0	0	0	0	0	0	0	0
GO:0048707	instar larval or pupal morphogenesis	1	0	0	0	0	0	0	0	0
GO:0032508	DNA duplex unwinding	1	0	0	0	0	0	0	0	0
GO:0090504	epiboly	1	0	0	0	0	0	0	0	0
GO:0033477	S-methylmethionine metabolic process	1	0	1	0	0	0	0	0	0
GO:0033528	S-methylmethionine cycle	1	0	1	0	0	0	0	0	0
GO:0034219	carbohydrate transmembrane transport	1	0	0	1	0	1	1	1	0
GO:0046416	D-amino acid metabolic process	1	0	0	0	0	0	0	0	0
GO:0006886	intracellular protein transport	1	0	0	0	0	0	0	0	0
GO:0044319	wound healing, spreading of cells	1	0	0	0	0	0	0	0	0
GO:0044774	mitotic DNA integrity checkpoint signaling	1	0	0	0	0	0	0	0	0
GO:0046364	monosaccharide biosynthetic process	1	0	0	1	1	1	0	0	0
GO:0090305	nucleic acid phosphodiester bond hydrolysis	1	0	0	0	0	0	0	0	0
GO:0045903	positive regulation of translational fidelity	1	0	0	1	0	0	0	0	0
GO:0045995	regulation of embryonic development	1	0	0	0	0	1	0	0	0
GO:0032392	DNA geometric change	1	0	0	0	0	0	0	0	0
GO:0043248	proteasome assembly	1	0	0	0	0	0	0	0	0
GO:0019217	regulation of fatty acid metabolic process	1	0	0	0	0	0	0	0	0
GO:0006811	ion transport	1	1	0	0	1	0	1	0	0
GO:0009415	response to water	0	1	0	0	0	0	0	0	0
GO:0030001	metal ion transport	0	1	1	0	0	0	1	0	0
GO:0071260	cellular response to mechanical stimulus	0	1	0	0	0	0	0	0	0
GO:0051597	response to methylmercury	0	1	0	0	0	0	0	0	0
GO:0006826	iron ion transport	0	1	1	1	0	0	0	0	0
GO:0003012	muscle system process	0	1	1	0	1	0	1	0	0
GO:1902064	obsolete regulation of transcription from RNA polymerase II promoter involved in spermatogenesis	0	1	0	0	0	0	0	0	0
GO:0071214	cellular response to abiotic stimulus	0	1	0	1	0	0	0	0	0
GO:0006812	cation transport	0	1	1	0	0	0	1	0	0
GO:0001101	response to acid chemical	0	1	0	0	0	0	0	0	0
GO:0055072	iron ion homeostasis	0	1	0	1	0	1	0	0	0
GO:0104004	cellular response to environmental stimulus	0	1	0	1	0	0	0	0	0
GO:0046689	response to mercury ion	0	1	0	1	0	1	0	1	0
GO:0033215	reductive iron assimilation	0	1	0	0	0	0	0	0	0
GO:0019932	second-messenger-mediated signaling	0	1	1	0	1	0	0	0	0
GO:0033212	iron import into cell	0	1	1	0	0	0	0	0	0
GO:0106024	negative regulation of pupariation	0	1	1	0	0	0	0	0	0
GO:0035260	internal genitalia morphogenesis	0	1	0	0	0	0	0	0	0
GO:0042554	superoxide anion generation	0	1	0	0	0	0	0	0	0
GO:0045933	positive regulation of muscle contraction	0	1	0	0	0	0	0	0	0
GO:0045167	asymmetric protein localization involved in cell fate determination	0	1	0	0	0	0	1	0	0
GO:0098729	germline stem cell symmetric division	0	1	0	0	0	0	0	0	0
GO:0045987	positive regulation of smooth muscle contraction	0	1	0	0	0	0	0	0	0
GO:0016360	sensory organ precursor cell fate determination	0	1	0	0	0	0	0	0	0
GO:0098730	male germline stem cell symmetric division	0	1	0	0	0	0	0	0	0
GO:0055076	transition metal ion homeostasis	0	1	0	1	0	0	0	0	0
GO:0060582	cell fate determination involved in pattern specification	0	1	0	0	0	0	0	0	0
GO:0048581	negative regulation of post-embryonic development	0	1	1	0	0	0	0	0	0
GO:0000041	transition metal ion transport	0	1	0	1	0	0	0	0	0
GO:0008052	sensory organ boundary specification	0	1	0	0	0	0	0	0	0
GO:0009414	response to water deprivation	0	1	0	0	0	0	0	0	0
GO:0009270	response to humidity	0	1	0	0	0	0	0	0	0
GO:0009612	response to mechanical stimulus	0	1	0	0	0	0	0	0	0
GO:0106023	regulation of pupariation	0	1	1	0	0	0	0	0	0
GO:0034644	cellular response to UV	0	1	0	1	0	1	0	1	0
GO:0098724	symmetric stem cell division	0	1	0	0	0	0	0	0	0
GO:0048804	imaginal disc-derived female genitalia morphogenesis	0	1	0	0	0	0	0	0	0
GO:0046716	muscle cell cellular homeostasis	0	1	1	0	1	0	0	0	0
GO:0060581	cell fate commitment involved in pattern specification	0	1	0	0	0	0	0	0	0
GO:0006940	regulation of smooth muscle contraction	0	1	0	0	0	0	0	0	0
GO:0048807	female genitalia morphogenesis	0	1	0	0	0	0	0	0	0
GO:0045746	negative regulation of Notch signaling pathway	0	1	0	0	0	0	0	0	0
GO:0098725	symmetric cell division	0	1	0	0	0	0	0	0	0
GO:0002181	cytoplasmic translation	0	1	0	1	0	0	0	0	0
GO:0048580	regulation of post-embryonic development	0	1	0	0	1	1	0	0	0
GO:0071478	cellular response to radiation	0	1	0	1	0	0	0	0	0
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	0	1	0	0	0	0	0	0	0
GO:0035725	sodium ion transmembrane transport	0	1	0	0	0	0	0	0	0
GO:0001964	startle response	0	1	0	0	0	0	0	0	0
