term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
GO:0009414	response to water deprivation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12049925853846084	1	1	1	1	1	1	1	1	1	1	1	1
GO:0010035	response to inorganic substance	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098725	symmetric cell division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009083	branched-chain amino acid catabolic process	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0019932	second-messenger-mediated signaling	GO:BP	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	0.09594407892504009	1	1	1	1	1	1	1	1	1
GO:0009081	branched-chain amino acid metabolic process	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0007486	imaginal disc-derived female genitalia development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0043949	regulation of cAMP-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006939	smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0071260	cellular response to mechanical stimulus	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0050850	positive regulation of calcium-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003401	axis elongation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12631912347250876	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055085	transmembrane transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1319452782489837	1	1	1	1	1	1	1	1	1	1	1	1
GO:0030728	ovulation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.13504039423910802	1	1	1	1	1	1	1	1	1	1	1	1
GO:0030540	female genitalia development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.13504039423910802	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006814	sodium ion transport	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1473596804033325	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04350	TGF-beta signaling pathway	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.09756820159153551	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:04341	Hedgehog signaling pathway - fly	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.09756820159153551	1	1	1	1	1	1	1	1	1	1	1	1
KEGG:00280	Valine, leucine and isoleucine degradation	KEGG	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0.09756820159153551	1	1	1	1	1	1	0.003587019682104802	1	1	1	1	1
KEGG:00640	Propanoate metabolism	KEGG	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.09756820159153551	1	1	1	1	1	1	1	1	1	1	1	1
HP:0001254	Lethargy	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.03390038541807047	1	1	1	1	1	1	1	1	1	1	1	1
HP:0011014	Abnormal glucose homeostasis	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.042223482866439205	1	1	1	1	1	1	1	1	1	1	1	1
HP:0002013	Vomiting	HP	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0.042223482866439205	1	1	1	1	1	1	1	1	0.08917316080026283	1	1	1
HP:0004372	Reduced consciousness/confusion	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.07217760548549054	1	1	1	1	1	1	1	1	1	1	1	1
HP:0002017	Nausea and vomiting	HP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.12247141263694811	1	1	1	1	1	1	1	1	1	1	1	1
GO:0003723	RNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0657226084464342	1	1	1	1	1	1	1	1	1	1	1
GO:0140101	catalytic activity, acting on a tRNA	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0657226084464342	1	1	1	1	1	1	1	1	1	1	1
GO:0016829	lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0657226084464342	1	1	1	1	1	1	1	1	1	1	1
GO:0016830	carbon-carbon lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0657226084464342	1	1	1	1	1	1	1	1	1	1	1
GO:0016831	carboxy-lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0657226084464342	1	1	1	1	1	1	1	1	1	1	1
GO:0070404	NADH binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0070402	NADPH binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0047150	betaine-homocysteine S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0050660	flavin adenine dinucleotide binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0140098	catalytic activity, acting on RNA	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0016875	ligase activity, forming carbon-oxygen bonds	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0018833	DDT-dehydrochlorinase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0019843	rRNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0051748	UTP-monosaccharide-1-phosphate uridylyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0050661	NADP binding	GO:MF	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	0.12796025370918157	1	1	1	1	1	1	1	1	1
GO:0016848	carbon-halide lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0110152	RNA NAD-cap (NAD-forming) hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0070611	histone methyltransferase activity (H3-R2 specific)	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004590	orotidine-5'-phosphate decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004518	nuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004853	uroporphyrinogen decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004519	endonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004812	aminoacyl-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004588	orotate phosphoribosyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004155	6,7-dihydropteridine reductase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0003976	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0004531	deoxyribonuclease II activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0015349	thyroid hormone transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07249766136576245	1	1	1	1	1	1	1	1	1	1	1
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.07909242180974647	1	1	1	1	1	1	1	1	1	1	1
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0015173	aromatic amino acid transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0016034	maleylacetoacetate isomerase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0004831	tyrosine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0004816	asparagine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0004586	ornithine decarboxylase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0071949	FAD binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0034353	RNA pyrophosphohydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0003884	D-amino-acid oxidase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.11006392134317987	1	1	1	1	1	1	1	1	1	1	1
GO:0004540	ribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0004534	5'-3' exoribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0008096	juvenile hormone epoxide hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0004085	butyryl-CoA dehydrogenase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0004001	adenosine kinase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0003958	NADPH-hemoprotein reductase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0009019	tRNA (guanine-N1-)-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0004828	serine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0008168	methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0008374	O-acyltransferase activity	GO:MF	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	0.07266838755970435	1	1	1	1	1	1	1	1
GO:0033961	cis-stilbene-oxide hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0052890	oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0034046	poly(G) binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0052720	class II DNA-(apurinic or apyrimidinic site) endonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12120007300234836	1	1	1	1	1	1	1	1	1	1	1
GO:0016741	transferase activity, transferring one-carbon groups	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12176960227165674	1	1	1	1	1	1	1	1	1	1	1
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12477091420662165	1	1	1	1	1	1	1	1	1	1	1
GO:0004520	endodeoxyribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.12998076547406492	1	1	1	1	1	1	1	1	1	1	1
GO:0001640	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0008172	S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0098988	G protein-coupled glutamate receptor activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0042054	histone methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0003913	DNA photolyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0015108	chloride transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0008469	histone-arginine N-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
GO:0001965	G-protein alpha-subunit binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0.1311029744715284	1	1	1	1	1	1	1	1	1	1	1
