term_id	term_name	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0033179	proton-transporting V-type ATPase, V0 domain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097344	Rix1 complex	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098831	presynaptic active zone cytoplasmic component	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1905348	endonuclease complex	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0030684	preribosome	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902555	endoribonuclease complex	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0022627	cytosolic small ribosomal subunit	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:1990904	ribonucleoprotein complex	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GO:0005875	microtubule associated complex	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000220	vacuolar proton-transporting V-type ATPase, V0 domain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000228	nuclear chromosome	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015630	microtubule cytoskeleton	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005911	cell-cell junction	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0035324	female germline ring canal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019013	viral nucleocapsid	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005656	nuclear pre-replicative complex	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036387	pre-replicative complex	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005819	spindle	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005688	U6 snRNP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032783	super elongation complex	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070161	anchoring junction	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0000159	protein phosphatase type 2A complex	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0005874	microtubule	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0022626	cytosolic ribosome	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0016323	basolateral plasma membrane	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0048786	presynaptic active zone	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099081	supramolecular polymer	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
GO:0099512	supramolecular fiber	0	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
GO:0099513	polymeric cytoskeletal fiber	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005840	ribosome	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GO:0005856	cytoskeleton	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005759	mitochondrial matrix	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
GO:0098862	cluster of actin-based cell projections	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019028	viral capsid	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045171	intercellular bridge	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016471	vacuolar proton-transporting V-type ATPase complex	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016363	nuclear matrix	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030863	cortical cytoskeleton	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0015935	small ribosomal subunit	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GO:0009925	basal plasma membrane	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0032039	integrator complex	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033176	proton-transporting V-type ATPase complex	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044391	ribosomal subunit	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GO:0009295	nucleoid	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005903	brush border	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042645	mitochondrial nucleoid	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042734	presynaptic membrane	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043228	non-membrane-bounded organelle	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0
GO:0043232	intracellular non-membrane-bounded organelle	0	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0
GO:0044423	virion component	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045172	germline ring canal	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005721	pericentric heterochromatin	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005730	nucleolus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031901	early endosome membrane	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031233	intrinsic component of external side of plasma membrane	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0031224	intrinsic component of membrane	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
GO:0071944	cell periphery	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0
GO:0030062	mitochondrial tricarboxylic acid cycle enzyme complex	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0022625	cytosolic large ribosomal subunit	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0019005	SCF ubiquitin ligase complex	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GO:0045240	dihydrolipoyl dehydrogenase complex	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015934	large ribosomal subunit	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:1990204	oxidoreductase complex	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0010008	endosome membrane	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005886	plasma membrane	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
GO:0005769	early endosome	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005705	polytene chromosome interband	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0016021	integral component of membrane	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
GO:0031461	cullin-RING ubiquitin ligase complex	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0045239	tricarboxylic acid cycle enzyme complex	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1902495	transmembrane transporter complex	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0
GO:0030659	cytoplasmic vesicle membrane	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0012506	vesicle membrane	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:1990351	transporter complex	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0000151	ubiquitin ligase complex	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0089717	spanning component of membrane	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044214	spanning component of plasma membrane	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030312	external encapsulating structure	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0
GO:0031012	extracellular matrix	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0016460	myosin II complex	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0062129	chitin-based extracellular matrix	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034703	cation channel complex	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0005765	lysosomal membrane	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098852	lytic vacuole membrane	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097447	dendritic tree	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043025	neuronal cell body	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034702	ion channel complex	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
GO:0030425	dendrite	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016459	myosin complex	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0005929	cilium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044297	cell body	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036477	somatodendritic compartment	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043292	contractile fiber	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030016	myofibril	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030017	sarcomere	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0015629	actin cytoskeleton	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0031674	I band	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030018	Z disc	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0099080	supramolecular complex	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
GO:0036379	myofilament	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0
GO:0062023	collagen-containing extracellular matrix	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0
GO:0005863	striated muscle myosin thick filament	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0031672	A band	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0032982	myosin filament	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0031941	filamentous actin	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0042641	actomyosin	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0001725	stress fiber	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0097517	contractile actin filament bundle	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005604	basement membrane	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0005884	actin filament	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0032432	actin filament bundle	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005576	extracellular region	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0
GO:0005615	extracellular space	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0
GO:0005865	striated muscle thin filament	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005912	adherens junction	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030055	cell-substrate junction	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005861	troponin complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0042383	sarcolemma	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0030054	cell junction	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0043679	axon terminus	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0044306	neuron projection terminus	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0031430	M band	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0098645	collagen network	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098651	basement membrane collagen trimer	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098644	complex of collagen trimers	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098642	network-forming collagen trimer	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005925	focal adhesion	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005587	collagen type IV trimer	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005927	muscle tendon junction	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0150034	distal axon	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0097575	lateral cell cortex	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0071797	LUBAC complex	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005581	collagen trimer	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097574	lateral part of cell	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0097060	synaptic membrane	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030424	axon	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005859	muscle myosin complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0016529	sarcoplasmic reticulum	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0002081	outer acrosomal membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097467	type III terminal bouton	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016528	sarcoplasm	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005915	zonula adherens	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005853	eukaryotic translation elongation factor 1 complex	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0034704	calcium channel complex	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
GO:0002080	acrosomal membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0097524	sperm plasma membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098793	presynapse	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045242	isocitrate dehydrogenase complex (NAD+)	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005962	mitochondrial isocitrate dehydrogenase complex (NAD+)	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0034992	microtubule organizing center attachment site	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0034993	meiotic nuclear membrane microtubule tethering complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030056	hemidesmosome	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0106094	nuclear membrane microtubule tethering complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0061175	type II terminal bouton	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005750	mitochondrial respiratory chain complex III	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0033017	sarcoplasmic reticulum membrane	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0045178	basal part of cell	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0
GO:0032809	neuronal cell body membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043195	terminal bouton	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0045275	respiratory chain complex III	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0009331	glycerol-3-phosphate dehydrogenase complex	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0005640	nuclear outer membrane	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030175	filopodium	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0044298	cell body membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005790	smooth endoplasmic reticulum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001669	acrosomal vesicle	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0106083	nuclear membrane protein complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030315	T-tubule	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0061177	type Is terminal bouton	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0042579	microbody	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0
GO:0005777	peroxisome	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0
GO:0070288	ferritin complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008043	intracellular ferritin complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061176	type Ib terminal bouton	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0005955	calcineurin complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061802	anterior cell cortex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0008305	integrin complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0036062	presynaptic periactive zone	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008076	voltage-gated potassium channel complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030667	secretory granule membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099738	cell cortex region	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0031362	anchored component of external side of plasma membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005854	nascent polypeptide-associated complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0034705	potassium channel complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045111	intermediate filament cytoskeleton	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0042788	polysomal ribosome	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005882	intermediate filament	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0071212	subsynaptic reticulum	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0045202	synapse	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0043296	apical junction complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005891	voltage-gated calcium channel complex	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
GO:0099503	secretory vesicle	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031305	integral component of mitochondrial inner membrane	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0031304	intrinsic component of mitochondrial inner membrane	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045211	postsynaptic membrane	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0000235	astral microtubule	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0005967	mitochondrial pyruvate dehydrogenase complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005938	cell cortex	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0045254	pyruvate dehydrogenase complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043235	receptor complex	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016327	apicolateral plasma membrane	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032592	integral component of mitochondrial membrane	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030427	site of polarized growth	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005657	replication fork	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043596	nuclear replication fork	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005634	nucleus	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
GO:0005694	chromosome	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
GO:0005654	nucleoplasm	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031981	nuclear lumen	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0043226	organelle	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0043229	intracellular organelle	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0005622	intracellular anatomical structure	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
GO:0031298	replication fork protection complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140513	nuclear protein-containing complex	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0005774	vacuolar membrane	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005680	anaphase-promoting complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071162	CMG complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030894	replisome	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031261	DNA replication preinitiation complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043601	nuclear replisome	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1990234	transferase complex	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0043231	intracellular membrane-bounded organelle	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0005737	cytoplasm	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
GO:0005635	nuclear envelope	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0005658	alpha DNA polymerase:primase complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005764	lysosome	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0
GO:0005815	microtubule organizing center	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902554	serine/threonine protein kinase complex	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
