term_id	term_name	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0006820	anion transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010042	response to manganese ion	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015749	monosaccharide transmembrane transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043950	positive regulation of cAMP-mediated signaling	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043543	protein acylation	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0046459	short-chain fatty acid metabolic process	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0048259	regulation of receptor-mediated endocytosis	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0044719	regulation of imaginal disc-derived wing size	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006895	Golgi to endosome transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045898	regulation of RNA polymerase II transcription preinitiation complex assembly	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044282	small molecule catabolic process	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0006524	alanine catabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006605	protein targeting	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061088	regulation of sequestering of zinc ion	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070252	actin-mediated cell contraction	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006522	alanine metabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071772	response to BMP	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0071773	cellular response to BMP stimulus	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0072657	protein localization to membrane	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006090	pyruvate metabolic process	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
GO:0097254	renal tubular secretion	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003383	apical constriction	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0099637	neurotransmitter receptor transport	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000729	DNA double-strand break processing	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000706	meiotic DNA double-strand break processing	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048730	epidermis morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0043252	sodium-independent organic anion transport	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042851	L-alanine metabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019835	cytolysis	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0030509	BMP signaling pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009886	post-embryonic animal morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009436	glyoxylate catabolic process	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0008362	chitin-based embryonic cuticle biosynthetic process	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0009080	pyruvate family amino acid catabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009066	aspartate family amino acid metabolic process	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
GO:0009062	fatty acid catabolic process	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GO:0032119	sequestering of zinc ion	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009078	pyruvate family amino acid metabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007588	excretion	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0015711	organic anion transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042853	L-alanine catabolic process	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007472	wing disc morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0071472	cellular response to salt stress	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070574	cadmium ion transmembrane transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071333	cellular response to glucose stimulus	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0090287	regulation of cellular response to growth factor stimulus	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0032488	Cdc42 protein signal transduction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003382	epithelial cell morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0002165	instar larval or pupal development	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0015691	cadmium ion transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019284	L-methionine salvage from S-adenosylmethionine	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1900024	regulation of substrate adhesion-dependent cell spreading	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000719	photoreactive repair	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:2000001	regulation of DNA damage checkpoint	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030488	tRNA methylation	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032787	monocarboxylic acid metabolic process	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0070142	synaptic vesicle budding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048563	post-embryonic animal organ morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:2000495	regulation of cell proliferation involved in compound eye morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044773	mitotic DNA damage checkpoint signaling	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048601	oocyte morphogenesis	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007560	imaginal disc morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0034761	positive regulation of iron ion transmembrane transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048490	anterograde synaptic vesicle transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034759	regulation of iron ion transmembrane transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035292	specification of segmental identity, trunk	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034758	positive regulation of iron ion transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034756	regulation of iron ion transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007160	cell-matrix adhesion	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0051668	localization within membrane	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045705	negative regulation of salivary gland boundary specification	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045704	regulation of salivary gland boundary specification	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007130	synaptonemal complex assembly	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016476	regulation of embryonic cell shape	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006420	arginyl-tRNA aminoacylation	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0098661	inorganic anion transmembrane transport	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GO:0051238	sequestering of metal ion	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071331	cellular response to hexose stimulus	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
GO:0006071	glycerol metabolic process	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0042321	negative regulation of circadian sleep/wake cycle, sleep	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0007266	Rho protein signal transduction	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:2000144	positive regulation of DNA-templated transcription initiation	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099517	synaptic vesicle transport along microtubule	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060261	positive regulation of transcription initiation by RNA polymerase II	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035736	cell proliferation involved in compound eye morphogenesis	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009791	post-embryonic development	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0099514	synaptic vesicle cytoskeletal transport	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031589	cell-substrate adhesion	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0006528	asparagine metabolic process	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0006290	pyrimidine dimer repair	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031503	protein-containing complex localization	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071326	cellular response to monosaccharide stimulus	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0051639	actin filament network formation	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0019752	carboxylic acid metabolic process	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0007155	cell adhesion	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0016202	regulation of striated muscle tissue development	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0097745	mitochondrial tRNA 5'-end processing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901861	regulation of muscle tissue development	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0000964	mitochondrial RNA 5'-end processing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006520	cellular amino acid metabolic process	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
GO:0034660	ncRNA metabolic process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006011	UDP-glucose metabolic process	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:1901739	regulation of myoblast fusion	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060142	regulation of syncytium formation by plasma membrane fusion	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000959	mitochondrial RNA metabolic process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048634	regulation of muscle organ development	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1903343	positive regulation of meiotic DNA double-strand break formation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0014706	striated muscle tissue development	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1903341	regulation of meiotic DNA double-strand break formation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003014	renal system process	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060537	muscle tissue development	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0009631	cold acclimation	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006559	L-phenylalanine catabolic process	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006558	L-phenylalanine metabolic process	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0042138	meiotic DNA double-strand break formation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035825	homologous recombination	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009225	nucleotide-sugar metabolic process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0016256	N-glycan processing to lysosome	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0140053	mitochondrial gene expression	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006167	AMP biosynthetic process	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044281	small molecule metabolic process	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0
GO:0009156	ribonucleoside monophosphate biosynthetic process	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:1901605	alpha-amino acid metabolic process	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0007520	myoblast fusion	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0140253	cell-cell fusion	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0000768	syncytium formation by plasma membrane fusion	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0006949	syncytium formation	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0014902	myotube differentiation	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0009124	nucleoside monophosphate biosynthetic process	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0042254	ribosome biogenesis	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007129	homologous chromosome pairing at meiosis	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008407	chaeta morphogenesis	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034470	ncRNA processing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009074	aromatic amino acid family catabolic process	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0032240	negative regulation of nucleobase-containing compound transport	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016925	protein sumoylation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0090646	mitochondrial tRNA processing	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0032543	mitochondrial translation	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009409	response to cold	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
GO:0098609	cell-cell adhesion	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0045143	homologous chromosome segregation	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042274	ribosomal small subunit biogenesis	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0034116	positive regulation of heterotypic cell-cell adhesion	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034114	regulation of heterotypic cell-cell adhesion	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034113	heterotypic cell-cell adhesion	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0009161	ribonucleoside monophosphate metabolic process	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:1905515	non-motile cilium assembly	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009446	putrescine biosynthetic process	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009445	putrescine metabolic process	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0033387	putrescine biosynthetic process from ornithine	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0043436	oxoacid metabolic process	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0099116	tRNA 5'-end processing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006364	rRNA processing	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006082	organic acid metabolic process	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0
GO:0071932	replication fork reversal	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006418	tRNA aminoacylation for protein translation	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070327	thyroid hormone transport	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1905380	regulation of snRNA transcription by RNA polymerase II	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
